-0.013905093	-0.0061716847	-0.12316515	-0.09243384	0.1474581	-0.14005217	0.26168212	0.0026847702	-0.0293219	0.019599197	0.016250309	0.03451513	-0.053120203	-0.0005809286	0.02351819	0.0035743378	
-0.04213451	-0.015758	-0.042864867	0.033591133	0.14489748	-0.06269651	0.10405579	0.009887643	0.042335063	-0.009692859	-0.06895484	-0.027944231	0.070952855	0.011462012	0.048020404	0.07028434	
-0.2569943	-0.26744372	0.12070142	0.14927341	0.30044797	0.09203968	0.015607745	0.24309576	0.22955884	-0.26193574	-0.23883034	-0.15174948	0.19279908	0.20501643	0.2676251	0.21595085	
-0.27110925	-0.36646023	0.05139943	0.21307077	0.3679598	0.17384179	0.046425693	0.3024561	0.24996534	-0.26618683	-0.26217368	-0.25667164	0.2920785	0.32928354	0.3650024	0.32068056	
0.865995	0.85871375	-0.7708778	-0.8176053	-0.76978403	-0.89528626	0.87958217	-0.8889716	-0.9024805	0.8424059	0.8789322	0.86017823	-0.84293854	-0.9002867	-0.9132791	-0.7647524	
0.0137036815	0.011314625	0.0418655	0.0021049597	0.08386348	0.013751115	0.12147854	0.008875524	-0.015531228	-0.06306853	-0.004679918	-0.03801675	0.016199155	0.01689584	0.049621552	0.018499373	
-0.1270368	-0.09250713	0.09489171	0.0906966	0.13821329	0.06311286	-0.0050279484	0.085047744	0.054588992	-0.14022538	-0.029307703	-0.037380528	0.089489	0.11997146	0.059549794	0.15043542	
0.77397716	0.82467467	-0.6694525	-0.7988546	-0.68353575	-0.834775	0.8245612	-0.82439697	-0.7598999	0.7871066	0.7982016	0.7995509	-0.7938181	-0.79878896	-0.80964947	-0.70469815	
-0.139786	-0.06384944	0.073780954	0.03668711	0.08455229	0.023045873	-0.006247834	0.043616164	0.049717292	-0.069596864	-0.043010447	-0.11873912	0.048758987	0.06539602	0.06021208	0.085045695	
0.6598549	0.6379063	-0.5418457	-0.67647016	-0.6280805	-0.73831874	0.6692866	-0.71257496	-0.6508003	0.6561038	0.66186184	0.69405067	-0.68728316	-0.6897929	-0.66189086	-0.67036796	
-0.04394187	-0.09157516	0.0293794	0.05532673	0.012271857	0.04651958	0.055442624	0.08946623	0.0065760566	-0.096842475	-0.082430415	-0.06882539	0.07893524	0.08063509	0.096500374	0.044020757	
0.9507203	0.9147499	-0.84958816	-0.8941041	-0.87311953	-0.95890427	0.942339	-0.9212699	-0.98122704	0.9006476	0.96921414	0.9601025	-0.9041567	-0.9428387	-0.98744947	-0.8773384	
-0.21332638	-0.24315684	0.15166005	0.183333	0.27330872	0.14181349	-0.10895481	0.2178652	0.14987959	-0.17187238	-0.18882102	-0.16996497	0.18112858	0.1948198	0.19723119	0.17658025	
0.3250438	0.40131384	-0.31774303	-0.40050608	-0.35038	-0.41788822	0.35510072	-0.34422478	-0.42444295	0.41338545	0.33302587	0.34876528	-0.372148	-0.35792947	-0.36958647	-0.36505267	
