-0.008502555	-0.006041976	-0.0193134	0.0067400234	0.053791862	-0.024464307	0.031257506	0.01638635	0.007114636	-0.030133318	0.037290532	-0.06279088	0.0016603407	0.001387613	-0.039663676	-0.036914475
-0.07898299	-0.030807557	0.020833785	-0.065652415	0.095834985	0.012896657	0.024777021	0.021650303	0.012253818	-0.0056711216	0.026712148	-0.054359335	0.050367326	-0.023199633	-0.007843125	-0.019966448
-0.03615408	-0.05374411	-0.021874411	-0.006900688	0.043096054	-0.010369273	0.047416978	0.059504464	0.0041950746	0.028349688	0.07020567	-0.00093491416	0.047955252	-0.0074331635	-0.029039944	0.006875552
-0.044462055	-0.08396315	-0.055435706	-0.04327516	0.04968563	-0.00787763	0.08933961	0.058473375	-0.025250178	-0.05958524	0.040372726	-0.009884344	0.043721195	0.0023737315	0.03352916	0.03144591
-0.10429973	-0.06423959	-0.05292453	-0.023606785	0.050101385	0.008174341	0.095076084	0.022661747	0.07339988	-0.0014658031	0.053733002	-0.038571227	0.0832041	-0.0054409634	0.0137867	0.034449663
-0.053660244	-0.042352956	-0.026313007	0.056945514	0.06269719	-0.02926145	0.037970673	0.00433443	0.04404493	-0.022171501	0.06763272	-0.058235306	-0.032418992	-0.024530917	-0.0014175593	0.022195738
-0.04088221	-0.052485034	-0.016625699	0.023087798	0.02403434	0.029530706	0.042165436	0.04134177	0.026858157	0.0973031	0.013799742	-0.018136607	0.06966095	0.01453618	-0.006437662	0.0009972947
0.02398013	-0.05814426	-0.014035818	0.019969666	0.077119395	0.07269024	0.0067557404	0.06059904	0.036208563	-0.025656043	0.0064940755	-0.054868758	0.0065861493	0.025744202	-0.056256484	-0.04673006
-0.04500884	0.015246146	-0.11817983	-0.05498093	-0.0074023954	-0.03190996	0.000650761	0.03437106	0.050170477	0.023538623	0.06449156	0.02040057	0.0069587706	0.013611621	-0.0006633154	0.043977723
-0.0976936	-0.06637934	-0.00811345	0.073865145	0.06551525	-0.016189488	0.01182349	0.008230456	-0.023434447	-0.07620322	0.055380408	-0.06603267	0.047952376	0.03409315	-0.033809707	0.07643878
-0.049715213	0.0017958011	-0.12356456	0.020306207	0.034979153	0.07007975	0.02277641	-0.01672094	-0.07134183	-0.020546487	0.015528291	-0.012709882	0.059628867	0.030097645	0.0029163437	0.002304556
-0.019201117	-0.047204267	-0.015963351	-0.042561874	0.015058484	0.058606137	0.043472607	0.02744428	0.01825949	0.029411795	0.05813765	-0.035350457	0.079586685	-0.0060187494	-0.055669982	-0.030073717
-0.035163537	-0.011020563	-0.0013772834	0.04596239	0.057308886	-0.021798689	0.0075695836	0.0708312	-0.011280184	-0.044786256	0.016505156	-0.09007504	0.083139114	-0.048551887	-0.03219506	-0.035199046
-0.019738534	-0.008787877	0.023051841	-0.023701722	0.055331603	0.034625437	0.008295969	-0.01228525	0.030268181	0.013760925	0.06004494	0.0630305	0.035770286	-0.0406473	-0.015596639	0.07026221
0.01989338	-0.014913996	-0.09242373	-0.07801648	0.17747968	-0.036033668	-0.113315135	0.010694433	0.039641038	-0.012616559	0.043650355	-0.0024934043	0.033556454	0.0062540607	0.00802034	0.05363025
-0.07697011	-0.030323034	-0.08784143	0.05179612	0.033192094	0.023094846	0.05806543	0.058918603	0.06525814	-0.043052714	-0.0042830636	0.049219444	0.004165379	0.13699718	0.0067745647	-0.013298903
-0.05005326	-0.047673848	0.03512203	0.05380764	0.062103793	-0.045123424	0.0035581752	0.009061208	0.019645443	-0.013828167	0.0042924033	0.0013358932	0.094712645	-0.07451791	-0.032522947	-0.013323529
-0.033602644	-0.04688425	-0.039100975	-0.056350812	0.08834198	-0.029761432	0.07741764	0.012173318	0.07627107	0.042009287	0.008643869	0.03638283	0.045147568	-0.0581624	-0.075762555	-0.05460183
0.013717175	0.01504192	-0.032436557	0.029472709	0.08032513	0.00817508	0.01635507	0.0018770454	0.02074566	-0.029685574	-0.004503945	0.01765622	-0.02355154	-0.07274772	-0.05376407	0.051113732
-0.04025511	0.020588309	-0.017505096	-0.00063198945	0.03783538	0.027722618	0.005226508	-0.026682869	0.11294317	-0.04950161	0.0008247662	-0.0041776453	0.089232385	-0.0017403009	0.001175047	0.012824791
0.037870463	0.0014567939	-0.062636524	0.02129207	0.07917661	0.0043877205	0.031718023	-0.039855763	-0.03482851	-0.06347732	0.039277077	-0.08707983	0.05408561	-0.12672633	-0.072129466	-0.018752728
0.031463977	-0.019701073	-0.0037061642	-0.014006459	0.107981816	0.020464884	0.013537387	-0.008492021	-0.012034155	0.0395603	0.047178924	-0.12173371	0.011764446	0.06533283	0.053305306	0.09756659
-0.033110216	-0.002835871	-0.019651162	0.0064457166	0.08099931	-0.07750004	-0.045416206	0.068437174	0.0069564814	0.061946653	0.025052201	-0.12745059	-0.0585249	0.01850883	-0.0016372934	0.019359924
